num_harmonic_peaks,fundamental_freq,harmonic_spacing_std,harmonic_regularity,harmonic_power_ratio,peak_prominence_mean,spectral_flatness_mean,spectral_centroid_mean,spectral_spread,spectral_contrast_mean,spectral_rolloff,rms_mean,rms_std,rms_stability,zero_crossing_rate,freq_variance_mean,horizontal_band_strength,temporal_correlation_mean,energy_low_freq,low_to_total_ratio,energy_mid_freq,mid_to_total_ratio,energy_high_freq,high_to_total_ratio,energy_vhigh_freq,vhigh_to_total_ratio,label,filename,class
7,107.666015625,41.23294477739698,0.548047639172418,0.4145180583000183,0.014132857921400241,0.6944466233253479,6125.350149558544,6630.67628186209,0.023501815274357796,15267.041015625,0.1945263296365738,0.026216577738523483,0.9744531726467555,0.0974285677075386,32.57906723022461,0.02978045865893364,0.6461370383386431,0.031526848673820496,15.141295433044434,0.008483536541461945,4.074359893798828,0.004949956201016903,2.3772990703582764,0.0012672385200858116,0.6086124181747437,1,Autel_Evo_II_20_noisy.wav,drone
7,107.666015625,41.23294477739698,0.548047639172418,0.41609644889831543,0.014385271351784468,0.29529672861099243,2911.2235790533355,4005.349577622836,0.02401529997587204,5684.765625,0.19371317327022552,0.02742338553071022,0.9733085834750153,0.04204988479614258,38.30238723754883,0.025443747639656067,0.8873881961336934,0.032123811542987823,21.526453018188477,0.008553127758204937,5.731527328491211,0.004931092262268066,3.3043689727783203,0.0005938955582678318,0.3979746997356415,1,Autel_Evo_II_20_original.wav,drone
7,129.19921875,52.25469500606622,0.48897510277678463,0.32494351267814636,0.01214428518765739,0.3074178397655487,3135.8451312134275,4153.360761045283,0.017424559220671654,6115.4296875,0.18568943440914154,0.03529758378863335,0.9659058570778625,0.05439002439379692,43.27484893798828,0.022586187347769737,0.9066317411432485,0.0304416511207819,19.132373809814453,0.008818772621452808,5.542539596557617,0.0054228296503424644,3.4082119464874268,0.0006796041270717978,0.4271266460418701,1,Autel_Evo_II_20_shifted.wav,drone
6,107.666015625,134.5437541826107,0.27093845696085567,0.42063775658607483,0.018187462507436674,0.293914794921875,2900.7280378561572,4006.982205288805,0.026748305186629295,5663.232421875,0.22231800854206085,0.04961114749312401,0.9527337837335145,0.04291161149740219,42.52119827270508,0.022977309301495552,0.8988860190109051,0.03630524128675461,22.141881942749023,0.009054570458829403,5.522212028503418,0.00545338774099946,3.325918436050415,0.0006488327635452151,0.39571088552474976,1,Autel_Evo_II_20_stretched.wav,drone
5,86.1328125,294.06819458655855,0.14532002895554275,0.28387653827667236,0.0022128495620563626,0.6996637582778931,6487.069103333438,6369.352039568896,0.004438322503119707,14836.376953125,0.06940355151891708,0.05138183385133743,0.9511292356430397,0.17001360654830933,39.41543197631836,0.02474302425980568,0.6724559797845766,0.010653254576027393,14.267624855041504,0.0032591538038104773,4.364899158477783,0.0009539711172692478,1.2776285409927368,0.0005066835437901318,0.6785879731178284,1,David_Tricopter_43_noisy.wav,drone
5,86.1328125,294.06819458655855,0.14532002895554275,0.2843417823314667,0.002226673217955977,0.532890260219574,6014.376972720676,6032.0773811214185,0.004466770216822624,13824.31640625,0.06941704452037811,0.05180737376213074,0.9507444280630731,0.1583174616098404,42.68859100341797,0.02288927137851715,0.8748409201971178,0.01071538683027029,15.038819313049316,0.003271156921982765,4.590999603271484,0.000944494444411248,1.3255780935287476,0.0004677057731896639,0.6564152240753174,1,David_Tricopter_43_original.wav,drone
7,86.1328125,272.9427286376208,0.1548262139572921,0.30685779452323914,0.0017312038856159364,0.5788371562957764,6304.7731892668835,6320.452212511917,0.0043677277863025665,14448.779296875,0.06608957052230835,0.04955478012561798,0.9527849512345731,0.17035827040672302,48.1711540222168,0.020337127149105072,0.8842587494971156,0.009366189129650593,13.801690101623535,0.0033527035266160965,4.940427303314209,0.0008638155995868146,1.2728885412216187,0.00045069665065966547,0.6641308665275574,1,David_Tricopter_43_shifted.wav,drone
6,86.1328125,329.5072630919672,0.1317497841612674,0.27823328971862793,0.0018110235590332497,0.5328202843666077,6001.11399497236,6028.913106194315,0.00536001892760396,13781.25,0.07569780945777893,0.056449711322784424,0.9465665892869586,0.16524848341941833,46.942501068115234,0.020858319476246834,0.8866025486339186,0.011410126462578773,14.903909683227539,0.003568159881979227,4.660731315612793,0.001002840930595994,1.3099110126495361,0.0005017520161345601,0.655388593673706,1,David_Tricopter_43_stretched.wav,drone
5,495.263671875,284.6030512967705,0.14943079510549157,0.0674990639090538,0.0022447855910286306,0.8187592625617981,7911.783827929877,5600.242088234465,0.0045764553360641,14577.978515625,0.11825435608625412,0.035747040063142776,0.9654867079697727,0.2546394467353821,48.24956512451172,0.02030474692583084,0.6688899235113863,0.008037514053285122,4.240556240081787,0.001782167935743928,0.9402638077735901,0.0025980265345424414,1.3707071542739868,0.0017586788162589073,0.92787104845047,1,DJI_Avata_21_noisy.wav,drone
5,495.263671875,284.6030512967705,0.14943079510549157,0.0680311843752861,0.002237003215122968,0.6453070640563965,7519.970878991533,5272.000693105616,0.00455438019707799,13910.44921875,0.11569240689277649,0.035772744566202164,0.9654627477370199,0.24413152039051056,54.27073287963867,0.01809275895357132,0.8674944639205259,0.007942707277834415,4.459676265716553,0.0017027284484356642,0.9560490250587463,0.0025152666494250298,1.4122734069824219,0.0016406173817813396,0.9211748242378235,1,DJI_Avata_21_original.wav,drone
